Unnamed: 0,kmeans_0,kmeans_1,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,uid,MP0045048_bin,MP0041080_bin,MP0110001_bin,MS0050011_bin,MP0050048_bin,mp_district_13_bin,MP0045115_bin,MP0110037_bin,MP0042110_bin,MP0110027_bin,MP0110022_bin,MP0110010_bin,MP0050003_bin,MP0110026_bin,mp_district_41_bin,MP0050047_bin,MP0110012_bin,MP0045110_bin,MP0110002_bin,MP0110044_bin,MP0050028_bin,MP0110024_bin,MP0110045_bin,MP0110009_bin,MP0041053_bin,MP0042067_bin,MP0050018_bin,MP0110006_bin,MP0110004_bin,MP0110020_bin,MP0110029_bin,MP0110011_bin,MP0110023_bin,MS0050001_bin,MP0110030_bin,MP0110046_bin,MP0110021_bin,label
14,0,0,0,0,0,0,0,0,0,1,kn15,8.0,4.0,1.0,5.0,19.0,0.0,7.0,0.0,9.0,0.0,10.0,0.0,1.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,8.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,7.0,4.0,0
15,0,0,0,0,0,1,0,0,0,0,kn16,16.0,12.0,1.0,0.0,19.0,0.0,0.0,0.0,16.0,7.0,7.0,18.0,1.0,7.0,0.0,3.0,0.0,18.0,1.0,12.0,8.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,13.0,1.0,18.0,0.0,0.0,13.0,14.0,0
16,0,0,0,0,0,1,0,0,0,0,kn17,12.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,15.0,11.0,10.0,1.0,1.0,11.0,0.0,4.0,0.0,10.0,0.0,12.0,3.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,0.0,14.0,13.0,0
17,0,0,0,0,0,0,0,0,0,1,kn18,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,12.0,1.0,2.0,0.0,9.0,0.0,6.0,1.0,4.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,14.0,11.0,0.0,6.0,9.0,11.0,0
18,0,0,0,0,0,1,0,0,0,0,kn19,17.0,0.0,1.0,0.0,16.0,0.0,0.0,4.0,6.0,17.0,15.0,17.0,1.0,17.0,0.0,8.0,0.0,8.0,0.0,16.0,1.0,17.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,11.0,19.0,10.0,0.0,0.0,16.0,18.0,0
19,0,0,0,0,0,0,0,0,0,1,kn20,2.0,0.0,1.0,11.0,19.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,16.0,1.0,7.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,2.0,3.0,1
20,0,0,0,0,0,1,0,0,0,0,kn21,9.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,2.0,6.0,14.0,8.0,1.0,6.0,0.0,16.0,0.0,2.0,0.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,6.0,8.0,0
21,0,0,0,0,0,1,0,0,0,0,kn22,13.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,15.0,12.0,10.0,13.0,1.0,12.0,1.0,7.0,0.0,18.0,0.0,10.0,8.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,5.0,14.0,0.0,0.0,9.0,13.0,0
22,0,0,0,0,0,0,0,0,0,1,kn23,2.0,0.0,1.0,11.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,0
23,0,0,0,0,0,1,0,0,0,0,kn24,8.0,0.0,1.0,10.0,7.0,0.0,0.0,0.0,10.0,5.0,7.0,1.0,1.0,5.0,0.0,8.0,0.0,5.0,0.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,3.0,0.0,10.0,9.0,0
24,0,0,0,0,0,1,0,0,0,0,kn25,16.0,18.0,1.0,0.0,19.0,0.0,0.0,18.0,19.0,16.0,17.0,16.0,1.0,16.0,0.0,0.0,0.0,19.0,0.0,17.0,8.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,19.0,0.0,0.0,17.0,15.0,1
25,0,0,0,0,0,1,0,0,0,0,kn26,5.0,1.0,1.0,11.0,10.0,0.0,0.0,8.0,7.0,3.0,3.0,15.0,3.0,3.0,0.0,17.0,0.0,15.0,0.0,6.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,3.0,0.0,13.0,9.0,15.0,0
26,0,0,0,0,0,1,0,0,0,0,kn27,8.0,0.0,1.0,11.0,18.0,0.0,0.0,0.0,17.0,16.0,12.0,8.0,1.0,16.0,0.0,6.0,0.0,11.0,0.0,13.0,3.0,13.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,8.0,13.0,9.0,0.0,12.0,15.0,0
27,0,0,0,0,0,1,0,0,0,0,kn28,12.0,3.0,1.0,0.0,17.0,0.0,0.0,0.0,12.0,6.0,4.0,0.0,1.0,6.0,0.0,5.0,0.0,11.0,0.0,7.0,8.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,11.0,10.0,0
28,0,0,0,0,0,1,0,0,0,0,kn29,9.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,11.0,13.0,15.0,0.0,1.0,13.0,0.0,2.0,0.0,10.0,0.0,17.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,15.0,7.0,0.0,18.0,19.0,0
29,0,0,0,0,0,1,0,0,0,0,kn30,19.0,3.0,1.0,0.0,18.0,0.0,0.0,0.0,12.0,13.0,15.0,19.0,1.0,13.0,0.0,2.0,0.0,17.0,2.0,16.0,8.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,18.0,15.0,19.0,18.0,0.0,1.0,18.0,13.0,0
30,0,0,0,0,0,1,0,0,0,0,kn31,19.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,7.0,17.0,19.0,5.0,1.0,17.0,0.0,7.0,0.0,15.0,0.0,18.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,15.0,1.0,15.0,11.0,0.0,0.0,12.0,6.0,0
31,1,0,0,0,0,0,0,0,0,0,kn32,13.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,0,0,0,0,0,1,0,0,0,0,kn33,13.0,9.0,1.0,0.0,18.0,0.0,0.0,0.0,6.0,15.0,13.0,1.0,1.0,15.0,0.0,10.0,0.0,6.0,0.0,10.0,8.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,8.0,7.0,0
33,0,0,0,0,0,1,0,0,0,0,kn34,18.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,18.0,14.0,14.0,18.0,1.0,14.0,0.0,0.0,0.0,19.0,0.0,17.0,3.0,19.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,19.0,18.0,0.0,19.0,18.0,0
34,0,0,0,0,0,1,0,0,0,0,kn35,17.0,0.0,1.0,0.0,7.0,0.0,0.0,4.0,8.0,18.0,19.0,18.0,1.0,18.0,0.0,6.0,0.0,12.0,0.0,19.0,2.0,17.0,2.0,0.0,0.0,0.0,8.0,5.0,0.0,15.0,13.0,19.0,11.0,0.0,0.0,18.0,18.0,0
35,0,0,0,0,0,1,0,0,0,0,kn36,18.0,2.0,1.0,0.0,19.0,0.0,0.0,0.0,15.0,14.0,12.0,17.0,1.0,14.0,0.0,1.0,0.0,18.0,1.0,14.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,18.0,18.0,0.0,0.0,15.0,15.0,0
36,0,0,0,0,0,1,0,0,0,0,kn37,16.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,18.0,15.0,15.0,12.0,1.0,15.0,0.0,1.0,0.0,18.0,1.0,15.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,12.0,18.0,0.0,1.0,14.0,14.0,0
37,0,0,0,0,0,1,0,0,0,0,kn38,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,8.0,9.0,4.0,0.0,1.0,9.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,8.0,7.0,0
38,0,0,0,0,0,1,0,0,0,0,kn39,19.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,13.0,19.0,19.0,1.0,1.0,19.0,0.0,2.0,0.0,12.0,0.0,19.0,5.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,18.0,0.0,5.0,16.0,11.0,0.0,16.0,6.0,0
39,0,0,0,0,0,1,0,0,0,0,kn40,12.0,0.0,1.0,11.0,6.0,0.0,0.0,14.0,15.0,14.0,7.0,12.0,1.0,14.0,0.0,9.0,0.0,15.0,0.0,12.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,10.0,0.0,15.0,17.0,1
40,0,0,0,0,0,1,0,0,0,0,kn41,12.0,2.0,1.0,0.0,19.0,0.0,0.0,1.0,6.0,19.0,16.0,1.0,1.0,19.0,0.0,7.0,1.0,10.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,4.0,11.0,0.0,0.0,4.0,6.0,0
41,0,0,0,0,0,1,0,0,0,0,kn42,2.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,8.0,9.0,3.0,4.0,1.0,9.0,0.0,12.0,0.0,7.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,0
42,0,0,0,0,0,0,0,0,0,1,kn43,7.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,5.0,0.0,8.0,14.0,1.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,5.0,3.0,15.0,5.0,7.0,0
43,0,0,0,0,0,1,0,0,0,0,kn44,14.0,1.0,1.0,11.0,19.0,0.0,12.0,0.0,14.0,10.0,13.0,0.0,1.0,10.0,0.0,7.0,0.0,6.0,0.0,15.0,8.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,11.0,1.0,0.0,12.0,16.0,0
44,0,0,0,0,0,1,0,0,0,0,kn45,19.0,2.0,1.0,11.0,15.0,0.0,0.0,0.0,12.0,17.0,18.0,14.0,1.0,17.0,0.0,5.0,0.0,17.0,0.0,18.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,12.0,17.0,0.0,16.0,18.0,0
45,0,0,0,0,0,1,0,0,0,0,kn46,11.0,0.0,1.0,3.0,5.0,1.0,0.0,13.0,13.0,11.0,10.0,1.0,1.0,11.0,0.0,6.0,0.0,6.0,1.0,12.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,13.0,12.0,1
46,0,0,0,0,0,0,0,0,0,1,kn47,4.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,15.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47,0,0,0,0,0,1,0,0,0,0,kn48,14.0,3.0,1.0,11.0,16.0,0.0,0.0,16.0,19.0,19.0,14.0,13.0,1.0,19.0,0.0,0.0,0.0,18.0,0.0,15.0,4.0,19.0,0.0,1742.0,1.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,18.0,16.0,0.0,15.0,15.0,0
48,0,0,0,0,0,1,0,0,0,0,kn49,3.0,0.0,1.0,11.0,18.0,0.0,0.0,4.0,12.0,2.0,1.0,0.0,1.0,2.0,0.0,16.0,0.0,2.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,3.0,2.0,0
49,0,0,0,0,0,1,0,0,0,0,kn50,8.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,4.0,13.0,9.0,1.0,1.0,13.0,1.0,13.0,0.0,6.0,0.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,10.0,13.0,0
50,0,0,0,0,0,1,0,0,0,0,kn51,10.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,8.0,10.0,9.0,19.0,1.0,10.0,0.0,9.0,0.0,8.0,0.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,17.0,19.0,11.0,0.0,0.0,4.0,4.0,0
51,0,0,0,0,0,1,0,0,0,0,kn52,10.0,0.0,1.0,9.0,16.0,0.0,0.0,0.0,3.0,8.0,11.0,5.0,1.0,8.0,0.0,14.0,0.0,7.0,0.0,10.0,3.0,5.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,10.0,0.0,0.0,8.0,2.0,0.0,9.0,10.0,0
52,0,0,0,0,0,1,0,0,0,0,kn53,6.0,2.0,1.0,0.0,18.0,0.0,0.0,2.0,8.0,18.0,11.0,17.0,2.0,18.0,0.0,8.0,0.0,8.0,0.0,7.0,8.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,7.0,0.0,10.0,0.0,0.0,5.0,6.0,1
53,1,0,0,0,0,0,0,0,0,0,kn54,5.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,12.0,11.0,7.0,18.0,1.0,11.0,0.0,9.0,0.0,6.0,0.0,6.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,19.0,10.0,0.0,1.0,6.0,8.0,0
54,0,0,0,0,0,1,0,0,0,0,kn55,19.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,16.0,13.0,16.0,5.0,1.0,13.0,0.0,3.0,0.0,18.0,0.0,18.0,6.0,18.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,18.0,0.0,0.0,17.0,0.0,0.0,19.0,19.0,0
55,0,0,0,0,0,1,0,0,0,0,kn56,19.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,19.0,16.0,18.0,13.0,1.0,16.0,0.0,0.0,0.0,19.0,0.0,19.0,6.0,19.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,18.0,0
56,0,0,0,0,0,1,0,0,0,0,kn57,17.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,6.0,15.0,11.0,6.0,1.0,15.0,0.0,8.0,0.0,18.0,0.0,12.0,2.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,0.0,11.0,0.0,0.0,14.0,13.0,0
57,0,0,0,0,0,0,0,0,0,1,kn58,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58,0,0,0,0,0,1,0,0,0,0,kn59,13.0,0.0,1.0,4.0,16.0,0.0,0.0,0.0,4.0,4.0,9.0,0.0,1.0,4.0,0.0,15.0,0.0,15.0,0.0,10.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,2.0,0.0,12.0,14.0,0
59,0,0,0,0,0,0,0,0,0,1,kn60,14.0,7.0,1.0,0.0,19.0,0.0,0.0,1.0,15.0,4.0,10.0,16.0,1.0,4.0,0.0,3.0,0.0,15.0,0.0,12.0,5.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,7.0,16.0,16.0,0.0,0.0,10.0,15.0,0
60,0,0,0,0,0,1,0,0,0,0,kn61,3.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,1.0,10.0,1.0,18.0,1.0,2.0,0.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,5.0,7.0,0
61,0,0,0,0,0,1,0,0,0,0,kn62,16.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,15.0,15.0,15.0,2.0,1.0,15.0,0.0,5.0,0.0,14.0,0.0,16.0,8.0,13.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,16.0,0.0,0.0,16.0,8.0,0.0,17.0,16.0,0
62,0,0,0,0,0,1,0,0,0,0,kn63,12.0,0.0,1.0,0.0,19.0,0.0,0.0,11.0,3.0,5.0,10.0,11.0,1.0,5.0,0.0,14.0,1.0,16.0,4.0,9.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,6.0,10.0,0
63,1,0,0,0,0,0,0,0,0,0,kn64,5.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,18.0,0.0,6.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64,1,0,0,0,0,0,0,0,0,0,kn65,19.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0,19.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65,0,0,0,0,0,0,0,0,0,1,kn66,19.0,9.0,1.0,0.0,16.0,0.0,17.0,1.0,18.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,19.0,19.0,0.0,5.0,0.0,10.0,0.0,0.0,19.0,0.0,0.0,18.0,0.0,0.0,19.0,19.0,0
66,0,0,0,0,0,0,0,0,0,1,kn67,19.0,1.0,1.0,4.0,10.0,0.0,0.0,0.0,13.0,0.0,14.0,7.0,1.0,0.0,0.0,7.0,0.0,19.0,0.0,0.0,6.0,14.0,17.0,0.0,0.0,0.0,13.0,0.0,0.0,18.0,0.0,0.0,16.0,3.0,2.0,18.0,17.0,0
67,0,0,0,0,0,1,0,0,0,0,kn68,10.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,8.0,6.0,6.0,9.0,1.0,6.0,0.0,15.0,0.0,3.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0
68,0,0,0,0,0,1,0,0,0,0,kn69,19.0,1.0,1.0,3.0,2.0,1.0,0.0,19.0,19.0,17.0,17.0,15.0,1.0,17.0,0.0,0.0,0.0,19.0,3.0,19.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,18.0,0
69,0,0,0,0,0,0,0,0,0,1,kn70,8.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,14.0,2.0,4.0,15.0,1.0,2.0,0.0,5.0,1.0,13.0,0.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,15.0,0.0,1.0,6.0,5.0,1
70,0,0,0,0,0,1,0,0,0,0,kn71,3.0,0.0,1.0,11.0,11.0,0.0,0.0,1.0,16.0,2.0,2.0,0.0,1.0,2.0,0.0,17.0,0.0,3.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,3.0,11.0,0.0,5.0,6.0,0
71,0,0,0,0,0,0,0,0,0,1,kn72,4.0,1.0,1.0,11.0,19.0,0.0,0.0,2.0,16.0,1.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,12.0,0.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,0.0,7.0,12.0,0
72,0,0,0,0,0,0,0,0,0,1,kn73,17.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,19.0,0.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,19.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,19.0,0.0,0.0,19.0,1.0,3.0,19.0,19.0,0
73,0,0,0,0,0,1,0,0,0,0,kn74,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,19.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
